date,open,high,low,close,volume
2022-06-13T00:00:00+05:30,233.28,235.58,221.33,227.5,2780718.0
2022-06-10T00:00:00+05:30,239.33,240.87,237.17,238.02,1532889.0
2022-06-09T00:00:00+05:30,234.97,246.25,234.35,242.87,3623439.0
2022-06-08T00:00:00+05:30,243.5,243.63,236.33,237.28,2142483.0
2022-06-07T00:00:00+05:30,243.32,244.2,240.13,241.38,1612470.0
2022-06-06T00:00:00+05:30,253.0,253.97,245.0,245.92,2314728.0
2022-06-03T00:00:00+05:30,253.3,257.67,247.33,251.23,5402556.0
2022-06-02T00:00:00+05:30,249.0,252.33,243.43,249.18,4029660.0
2022-06-01T00:00:00+05:30,263.0,265.92,245.67,248.88,8770374.0
2022-05-31T00:00:00+05:30,231.33,252.63,229.62,251.95,9407385.0
2022-05-30T00:00:00+05:30,226.67,232.28,225.33,229.67,2670654.0
2022-05-27T00:00:00+05:30,223.9,228.33,221.72,223.17,2770863.0
2022-05-26T00:00:00+05:30,228.23,230.0,216.67,221.1,4260207.0
2022-05-25T00:00:00+05:30,239.22,239.22,227.67,229.08,2041305.0
2022-05-24T00:00:00+05:30,242.82,243.33,235.88,237.0,1213320.0
2022-05-23T00:00:00+05:30,246.27,247.55,240.55,241.92,1358994.0
2022-05-20T00:00:00+05:30,247.3,247.88,240.82,243.9,1722558.0
2022-05-19T00:00:00+05:30,243.33,246.48,239.93,241.1,2322345.0
2022-05-18T00:00:00+05:30,249.33,256.63,248.0,252.83,3082602.0
2022-05-17T00:00:00+05:30,240.0,249.33,239.68,247.62,3285996.0
2022-05-16T00:00:00+05:30,233.7,243.33,230.0,240.92,3107517.0
2022-05-13T00:00:00+05:30,244.0,248.67,233.7,235.73,3978462.0
2022-05-12T00:00:00+05:30,241.67,246.33,235.52,240.47,5733786.0
2022-05-11T00:00:00+05:30,252.53,256.1,232.85,239.1,4704357.0
2022-05-10T00:00:00+05:30,259.33,268.0,250.03,251.28,3375420.0
2022-05-09T00:00:00+05:30,273.95,274.47,257.03,259.25,3903120.0
2022-05-06T00:00:00+05:30,272.0,277.67,268.52,274.45,2414850.0
2022-05-05T00:00:00+05:30,287.33,290.98,276.83,279.2,2032455.0
2022-05-04T00:00:00+05:30,299.1,301.33,280.0,282.73,3527298.0
2022-05-02T00:00:00+05:30,296.7,309.67,292.0,296.85,6195165.0
2022-04-29T00:00:00+05:30,292.4,308.0,290.67,299.85,15336075.0
2022-04-28T00:00:00+05:30,277.9,290.0,274.47,286.35,4050606.0
2022-04-27T00:00:00+05:30,275.0,277.2,272.0,275.0,1401450.0
2022-04-26T00:00:00+05:30,274.0,280.0,274.0,277.62,1557903.0
2022-04-25T00:00:00+05:30,279.98,279.98,270.67,271.88,2211912.0
2022-04-22T00:00:00+05:30,281.0,289.67,279.0,280.28,2144571.0
2022-04-21T00:00:00+05:30,283.67,286.47,280.0,280.43,1943097.0
2022-04-20T00:00:00+05:30,286.33,297.25,278.33,281.03,2790102.0
2022-04-19T00:00:00+05:30,295.97,296.57,280.32,285.92,1595313.0
2022-04-18T00:00:00+05:30,299.0,299.0,293.33,293.45,1348863.0
2022-04-13T00:00:00+05:30,302.0,302.92,298.33,300.82,1379502.0
2022-04-12T00:00:00+05:30,299.0,307.13,294.67,300.3,3716601.0
2022-04-11T00:00:00+05:30,300.0,301.33,296.33,299.22,1532448.0
2022-04-08T00:00:00+05:30,298.33,305.0,295.68,300.62,2736294.0
2022-04-07T00:00:00+05:30,300.02,303.0,295.0,296.92,2686338.0
2022-04-06T00:00:00+05:30,302.0,305.33,300.0,302.38,2308857.0
2022-04-05T00:00:00+05:30,308.13,309.65,301.8,302.45,2745333.0
2022-04-04T00:00:00+05:30,313.32,314.9,304.0,307.03,3780225.0
2022-04-01T00:00:00+05:30,313.33,313.55,308.0,311.75,3606015.0
2022-03-31T00:00:00+05:30,316.0,320.0,306.67,314.67,4336740.0
2022-03-30T00:00:00+05:30,302.9,319.67,300.0,314.65,4573713.0
2022-03-29T00:00:00+05:30,296.15,303.33,295.33,299.28,2553717.0
2022-03-28T00:00:00+05:30,295.33,308.27,289.75,294.37,5085117.0
2022-03-25T00:00:00+05:30,312.43,313.33,293.93,295.32,4445568.0
2022-03-24T00:00:00+05:30,313.57,315.6,310.0,310.85,2483190.0
2022-03-23T00:00:00+05:30,322.0,324.67,314.62,315.87,3792807.0
2022-03-22T00:00:00+05:30,317.4,322.52,313.0,318.62,6404940.0
2022-03-21T00:00:00+05:30,300.0,328.75,300.0,312.68,15650502.0
2022-03-17T00:00:00+05:30,331.11,334.01,308.95,314.07,22806297.0
2022-03-16T00:00:00+05:30,331.28,338.33,325.0,329.39,14793219.0
2022-03-15T00:00:00+05:30,346.11,348.89,312.63,326.5,33900858.0
2022-03-14T00:00:00+05:30,300.67,346.0,299.46,336.72,68063517.0
2022-03-11T00:00:00+05:30,297.22,318.67,295.41,299.03,87032268.0
2022-03-10T00:00:00+05:30,253.11,294.49,251.67,291.05,65631258.0
2022-03-09T00:00:00+05:30,238.89,246.61,237.67,245.41,8083413.0
2022-03-08T00:00:00+05:30,232.0,237.56,230.12,235.56,6868080.0
2022-03-07T00:00:00+05:30,228.89,230.44,223.44,228.66,7498773.0
2022-03-04T00:00:00+05:30,229.67,237.33,229.46,231.71,9863271.0
2022-03-03T00:00:00+05:30,228.33,234.44,226.67,232.49,8640846.0
2022-03-02T00:00:00+05:30,213.89,225.38,213.45,223.25,9092043.0
2022-02-28T00:00:00+05:30,213.11,219.82,210.21,218.16,8849700.0
2022-02-25T00:00:00+05:30,210.79,219.56,210.79,216.96,10405917.0
2022-02-24T00:00:00+05:30,221.0,223.33,206.54,208.32,18210141.0
2022-02-23T00:00:00+05:30,232.77,238.69,230.22,230.87,7676118.0
2022-02-22T00:00:00+05:30,227.39,234.44,225.56,229.36,10089477.0
2022-02-21T00:00:00+05:30,250.89,250.89,239.0,240.41,11159685.0
2022-02-18T00:00:00+05:30,254.91,258.33,250.01,251.42,11531475.0
2022-02-17T00:00:00+05:30,251.89,260.44,248.56,253.63,21081060.0
2022-02-16T00:00:00+05:30,243.33,254.21,243.12,248.69,13377393.0
2022-02-15T00:00:00+05:30,241.0,245.78,233.59,243.49,12387987.0
2022-02-14T00:00:00+05:30,248.89,249.51,235.57,238.29,11149164.0
2022-02-11T00:00:00+05:30,250.0,257.56,246.96,252.38,12689658.0
2022-02-10T00:00:00+05:30,250.43,258.33,250.01,253.23,22831092.0
2022-02-09T00:00:00+05:30,232.22,254.43,223.89,248.33,47493864.0
2022-02-08T00:00:00+05:30,239.33,242.57,227.79,230.83,10942398.0
2022-02-07T00:00:00+05:30,247.22,247.22,234.32,237.36,10955826.0
2022-02-04T00:00:00+05:30,247.22,249.93,241.89,246.67,14280255.0
2022-02-03T00:00:00+05:30,231.11,246.56,230.89,243.55,22956201.0
2022-02-02T00:00:00+05:30,222.33,231.91,222.23,230.89,9612252.0
2022-02-01T00:00:00+05:30,218.67,223.78,214.67,221.33,4603707.0
2022-01-31T00:00:00+05:30,221.84,223.82,216.22,217.02,5319927.0
2022-01-28T00:00:00+05:30,222.78,228.21,217.33,219.01,6844770.0
2022-01-27T00:00:00+05:30,219.89,224.99,217.33,220.83,9324216.0
