Date,open,high,low,close,volume,Daily_Return,Volatility_30,Close_lag_1,Close_lag_2,Close_lag_3,Close_lag_5,Close_lag_7,SMA_7,EMA_7,SMA_14,EMA_14,SMA_30,EMA_30,SMA_50,EMA_50,SMA_200,EMA_200,RSI_14,MACD,MACD_signal,BB_mid,BB_upper,BB_lower,Daily_Range,Volatility_14,Volume_change,Volume_SMA_14,DayOfWeek,Month,Quarter,Target_NextClose,Target_Direction
2017-11-23 00:00:00+05:30,106.19,106.19,105.32,105.44,438642.0,-0.00028444107329095303,0.004859092710634256,105.47,105.67,106.85,107.52,108.06,106.47714285714285,106.38637273530334,107.65642857142858,107.20599213489037,108.19533333333332,108.14357028788822,109.0018,109.10317751614629,112.5633,112.86582806650473,18.093699515347225,-0.9256495994797973,-0.6013376063972469,108.2585,111.33908965647522,105.17791034352477,0.8700000000000045,0.0044711769134781225,-0.1398619910700104,437294.5714285714,3,11,4,104.82,0
2017-11-24 00:00:00+05:30,105.56,106.11,104.56,104.82,679545.0,-0.0058801213960546495,0.004923453595154812,105.44,105.47,105.67,106.92,107.47,106.09857142857142,105.9947795514775,107.29285714285713,106.88785985023831,108.06933333333333,107.92914639834706,108.8344,108.93520977041507,112.55005000000001,112.78577007579325,9.538950715421223,-1.032700623266976,-0.6876102097711927,108.0,111.32665154867763,104.67334845132237,1.5499999999999972,0.004001852722275446,0.5492018548155444,446898.21428571426,4,11,4,104.48,0
2017-11-27 00:00:00+05:30,105.11,105.54,104.33,104.48,485406.0,-0.003243655790879485,0.004926279945550019,104.82,105.44,105.47,106.85,107.52,105.66428571428571,105.61608466360813,106.9207142857143,106.56681187020654,107.943,107.70662082426016,108.66159999999999,108.76049566177134,112.53290000000001,112.70312559742715,9.360374414976548,-1.1319263470515892,-0.776473437227272,107.74999999999997,111.34872492038987,104.15127507961007,1.210000000000008,0.003982816446037943,-0.2856896894245414,440299.9285714286,0,11,4,104.2,0
2017-11-28 00:00:00+05:30,104.45,105.11,104.11,104.2,588510.0,-0.0026799387442573153,0.004932538287078261,104.48,104.82,105.44,105.67,106.92,105.2757142857143,105.2620634977061,106.59,106.25123695417899,107.814,107.48038722269499,108.4818,108.58165269464305,112.5071,112.61851738252739,10.291595197255504,-1.2191040355204308,-0.8649995568859038,107.45750000000001,111.2164969266735,103.69850307332652,1.0,0.003780129098474214,0.21240775762969566,445921.71428571426,1,11,4,103.43,0
2017-11-29 00:00:00+05:30,104.5,104.97,103.33,103.43,669915.0,-0.007389635316698673,0.004915409358752763,104.2,104.48,104.82,105.47,106.85,104.78714285714285,104.80404762327957,106.22285714285714,105.87507202695512,107.68733333333333,107.21907191800499,108.2892,108.3796270987747,112.48299999999999,112.5270893488704,9.463722397476289,-1.3349372212379507,-0.9589870897563132,107.1445,111.15488375903615,103.13411624096383,1.6400000000000006,0.003941226658113892,0.13832390273742168,465830.35714285716,2,11,4,103.12,0
2017-11-30 00:00:00+05:30,103.33,103.93,102.91,103.12,701613.0,-0.0029971961713236572,0.004920838182317346,103.43,104.2,104.48,105.44,105.67,104.42285714285715,104.38303571745968,105.86571428571429,105.50772909002778,107.55033333333334,106.95461566523048,108.0962,108.17336721254826,112.462,112.43348646977718,9.677419354838648,-1.4352061021136393,-1.0542308922277785,106.8315,111.07748522445854,102.58551477554147,1.0200000000000102,0.003937620806569102,0.04731645059447831,495908.35714285716,3,11,4,103.32,1
2017-12-01 00:00:00+05:30,103.67,103.88,103.12,103.32,462582.0,0.0019394879751744032,0.004951021273238426,103.12,103.43,104.2,104.82,105.47,104.11571428571428,104.11727678809476,105.48357142857142,105.21603187802407,107.42000000000002,106.72012433198981,107.94,107.98303908656597,112.44200000000001,112.34280501236647,4.273504273504031,-1.4814543010662362,-1.1396755739954703,106.52799999999999,110.87062399453364,102.18537600546634,0.7599999999999909,0.0034810704674340834,-0.34068781507754275,506574.64285714284,4,12,4,103.33,1
2017-12-04 00:00:00+05:30,103.44,104.0,103.0,103.33,367929.0,9.678668215262753e-05,0.004859019368146653,103.32,103.12,103.43,104.48,105.44,103.8142857142857,103.92045759107107,105.1457142857143,104.96456096095419,107.27566666666667,106.50140663315177,107.83120000000001,107.80056696552417,112.42859999999999,112.25312536050212,4.952380952380793,-1.5000082540796313,-1.2117421100123025,106.199,110.45901680253723,101.93898319746276,1.0,0.0035598870111265405,-0.2046188567648547,510138.64285714284,0,12,4,102.44,0
2017-12-05 00:00:00+05:30,103.66,103.78,101.78,102.44,627021.0,-0.008613181070357134,0.004959370488148152,103.33,103.32,103.12,104.2,104.82,103.47428571428573,103.5503431933033,104.78642857142857,104.62795283282696,107.09066666666668,106.23938039875489,107.70639999999999,107.59034865315067,112.41470000000001,112.15548232208917,4.684684684684527,-1.5684478667929085,-1.2830832613684238,105.8365,110.07955389027698,101.59344610972302,2.0,0.0038060616829616364,0.7041902106112865,529401.2142857143,1,12,4,101.54,0
2017-12-06 00:00:00+05:30,102.22,102.33,101.33,101.54,294219.0,-0.008785630613041717,0.004960620245404705,102.44,103.33,103.32,103.43,104.48,103.05428571428571,103.04775739497748,104.35928571428573,104.21622578845005,106.85833333333333,105.93619456657716,107.56639999999999,107.35308007851732,112.40344999999999,112.04985563231715,3.2812499999999147,-1.675989468015075,-1.361664502697754,105.47200000000001,109.88151889009569,101.06248110990433,1.0,0.0038835235403612968,-0.5307669121129914,528664.5,2,12,4,102.47,1
2017-12-07 00:00:00+05:30,101.98,103.33,101.69,102.47,527868.0,0.009158952137088727,0.004612276401387683,101.54,102.44,103.33,103.12,104.2,102.80714285714286,102.90331804623312,104.04142857142857,103.98339568332338,106.61066666666666,105.71256911066895,107.4306,107.16158674210487,112.40625,111.95453368572693,16.939078751857224,-1.666958079023729,-1.4227232179629492,105.167,109.51773423930472,100.81626576069529,1.6400000000000006,0.0052133685771986295,0.7941329417882597,527880.8571428572,3,12,4,101.84,0
2017-12-08 00:00:00+05:30,103.0,103.0,101.73,101.84,544995.0,-0.006148140919293388,0.0046241445963502445,102.47,101.54,102.44,103.32,103.43,102.58,102.63748853467484,103.68357142857144,103.6976095922136,106.339,105.4627259422387,107.29780000000001,106.9528970659439,112.4206,111.8538915595008,15.637860082304414,-1.6911419414490467,-1.4764069626601688,104.853,109.21284113665257,100.49315886334742,1.269999999999996,0.005228421203524044,0.03244561140285063,540339.4285714285,4,12,4,100.6,0
2017-12-11 00:00:00+05:30,102.5,102.5,100.44,100.6,1034226.0,-0.012175962293794251,0.0049356884104394694,101.84,102.47,101.54,103.33,103.12,102.22,102.12811640100614,103.32142857142857,103.28459497991845,106.04299999999999,105.14900168790072,107.14020000000001,106.70376384767158,112.3974,111.74191253900825,15.510204081632509,-1.7897345180905546,-1.539072473746246,104.44950000000001,108.81566886140725,100.08333113859278,2.0600000000000023,0.0053626143264807954,0.8976797952274791,566602.7142857143,0,12,4,100.6,0
2017-12-12 00:00:00+05:30,101.11,101.81,100.38,100.6,505683.0,0.0,0.004731634555612541,100.6,101.84,102.47,102.44,103.32,101.83142857142857,101.7460873007546,102.97357142857143,102.92664898259599,105.728,104.85551770803616,106.9608,106.46440055952759,112.37890000000002,111.6310477376251,15.944055944055805,-1.8465835793556664,-1.60057469486813,104.07650000000001,108.4185018424693,99.73449815753072,1.4300000000000068,0.00542948921796772,-0.5110517430426231,566296.7142857143,1,12,4,100.41,0
2017-12-13 00:00:00+05:30,100.22,101.33,100.22,100.41,315171.0,-0.0018886679920476768,0.0047354058180645656,100.6,100.6,101.84,101.54,103.33,101.41428571428571,101.41206547556595,102.61428571428571,102.59109578491653,105.41866666666667,104.56871011396932,106.78119999999998,106.22697308660494,112.3677,111.51939552133032,15.595075239397943,-1.8852364498128793,-1.65750704585708,103.72350000000002,108.05178773729857,99.39521226270146,1.1099999999999994,0.005376316120657025,-0.3767419509851033,557477.3571428572,2,12,4,99.96,0
2017-12-14 00:00:00+05:30,101.01,101.01,99.79,99.96,530694.0,-0.004481625336121953,0.00474377599716354,100.41,100.6,100.6,102.47,102.44,101.05999999999999,101.04904910667446,102.26714285714286,102.24028301359434,105.10466666666666,104.2713739775842,106.5908,105.98120943614985,112.34254999999999,111.40437666042158,15.966386554621721,-1.9299332976091108,-1.7119922962074863,103.34549999999999,107.59755077456524,99.09344922543474,1.2199999999999989,0.005341005750907694,0.6838287786630115,546845.1428571428,3,12,4,99.97,1
2017-12-15 00:00:00+05:30,100.01,100.2,99.89,99.97,836883.0,0.00010004001600649737,0.0047439690185785985,99.96,100.41,100.6,101.84,101.54,100.83571428571429,100.77928683000584,101.94500000000001,101.93757861178176,104.79066666666667,103.99386597903039,106.4166,105.74547573277144,112.32205,111.29060176827808,16.88693098384718,-1.9421609328043559,-1.75802602352686,102.998,107.15496042800596,98.84103957199405,0.3100000000000023,0.005421344162704621,0.5769596038395006,571950.6428571428,4,12,4,99.91,0
2017-12-18 00:00:00+05:30,100.12,100.26,98.45,99.91,571941.0,-0.0006001800540161861,0.00453904193636359,99.97,99.96,100.41,100.6,102.47,100.47,100.56196512250438,101.63857142857141,101.66723479687752,104.45733333333332,103.73039075457683,106.2272,105.51663354717256,112.30125,111.17736194968825,17.450682852807176,-1.9343944255322043,-1.793299703927929,102.651,106.60790415935533,98.69409584064466,1.8100000000000023,0.005463053556211843,-0.31658188779076646,570767.1428571428,0,12,4,99.36,0
2017-12-19 00:00:00+05:30,100.22,100.31,99.28,99.36,627201.0,-0.005504954459013112,0.0045531310750430674,99.91,99.97,99.96,100.6,101.84,100.11571428571429,100.26147384187828,101.34785714285714,101.3596034906272,104.113,103.44843006073317,106.0028,105.27519693747952,112.27310000000001,111.05977625864658,18.05337519623224,-1.950139818119169,-1.824667726766177,102.3355,106.28509544897123,98.38590455102876,1.0300000000000011,0.005368560095863703,0.09661835748792269,567716.1428571428,1,12,4,98.97,0
2017-12-20 00:00:00+05:30,99.44,99.44,98.67,98.97,745263.0,-0.003925120772946822,0.004473368690738517,99.36,99.91,99.97,100.41,100.6,99.88285714285715,99.9386053814087,101.05142857142857,101.0409896918769,103.78433333333332,103.15949908907298,105.7916,105.02793431248033,112.24275,110.93947997746602,17.829457364340982,-1.971363247432393,-1.8540068308994202,102.01050000000001,105.94377759401587,98.07722240598414,0.769999999999996,0.005376239508487682,0.1882363070211941,570834.0,2,12,4,100.39,1
2017-12-21 00:00:00+05:30,99.0,101.72,98.97,100.39,1509750.0,0.014347782156209021,0.005497988631604955,98.97,99.36,99.91,99.96,100.6,99.85285714285715,100.05145403605653,100.84214285714286,100.95419106629332,103.51166666666668,102.98082172848763,105.6204,104.84605453552032,112.21955,110.8345100274415,30.89960886571062,-1.8522492590318365,-1.8536553165259035,101.758,105.40203246851443,98.11396753148556,2.75,0.007012207277123171,1.025794920719263,645631.7142857143,3,12,4,100.47,1
2017-12-22 00:00:00+05:30,101.11,101.44,100.33,100.47,1393668.0,0.0007968921207290869,0.005523862418931538,100.39,98.97,99.36,99.97,100.41,99.86142857142856,100.15609052704241,100.63785714285713,100.88963225745421,103.25666666666666,102.81883322987552,105.4578,104.67444455373521,112.1975,110.73138057443214,31.524547803617565,-1.7314363136008524,-1.8292115159408935,101.5405,104.92504988067031,98.15595011932967,1.1099999999999994,0.007031012285374128,-0.07688822652757077,718898.7857142857,4,12,4,100.47,0
2017-12-25 00:00:00+05:30,101.11,101.44,100.33,100.47,1393668.0,0.0,0.005360883995222713,100.47,100.39,98.97,99.91,99.96,99.9342857142857,100.2345678952818,100.49714285714286,100.83368128979365,102.98333333333333,102.66729560214162,105.3018,104.50956437515737,112.17855,110.62927728513431,35.62043795620437,-1.6170508285640324,-1.7867793784655215,101.34,104.45577987196387,98.22422012803614,1.1099999999999994,0.006778238565197526,0.0,773659.2857142857,0,12,4,100.83,1
2017-12-26 00:00:00+05:30,100.67,101.26,100.13,100.83,924426.0,0.0035831591519857042,0.0054447926498857,100.47,100.47,100.39,99.36,99.97,100.05714285714285,100.38342592146135,100.44642857142857,100.8331904511545,102.74233333333333,102.54876040200345,105.15699999999998,104.36526773299434,112.16114999999999,110.53177203851605,44.374009508716256,-1.4802866926683436,-1.725480841306086,101.1715,103.98597592578993,98.35702407421006,1.1300000000000097,0.006538428624909346,-0.3366956836204893,818674.0714285715,1,12,4,101.22,1
2017-12-27 00:00:00+05:30,101.05,101.98,100.18,101.22,1269576.0,0.00386789645938701,0.005523379390631843,100.83,100.47,100.47,98.97,99.91,100.24428571428572,100.592569441096,100.35714285714286,100.88476505766722,102.534,102.46303392445485,105.0368,104.2419239003279,112.14815,110.43911759037162,39.16811091854422,-1.3251548290159576,-1.6454156388480605,101.061,103.66800998322613,98.45399001677389,1.7999999999999972,0.006074823862006843,0.37336682438615965,871653.2142857143,2,12,4,102.78,1
2017-12-28 00:00:00+05:30,101.48,105.44,100.22,102.78,3618684.0,0.01541197391819793,0.006362042612879657,101.22,100.83,100.47,100.39,99.36,100.73285714285714,101.139427080822,100.4242857142857,101.13746304997827,102.376,102.48348334868356,104.94779999999999,104.18459355129544,112.14115,110.36290746509431,57.0149253731343,-1.0640668466214578,-1.52914588040274,101.044,103.5983803450891,98.4896196549109,5.219999999999999,0.007250045133330494,1.8503090795667214,1091202.4285714286,3,12,4,101.05,0
2017-12-29 00:00:00+05:30,105.89,106.83,99.14,101.05,18574353.0,-0.01683206849581631,0.0069192260484941025,102.78,101.22,100.83,100.47,98.97,101.03,101.11707031061651,100.45642857142857,101.12580130998116,102.18033333333332,102.39100055199431,104.8242,104.06166831398974,112.12135,110.27024171917299,53.12934631432547,-0.9853903151543051,-1.4203947673530533,100.93050000000001,103.2499960886521,98.61100391134792,7.689999999999998,0.00795746738127899,4.132902734806355,2344068.6428571427,4,12,4,103.44,1
2018-01-01 00:00:00+05:30,101.89,103.88,101.79,103.44,2307195.0,0.023651657595249898,0.008341755081193518,101.05,102.78,101.22,100.47,100.39,101.46571428571428,101.69780273296239,100.6592857142857,101.434361135317,102.06666666666666,102.45867793573662,104.73980000000002,104.03728916442152,112.1187,110.20227911500213,64.82254697286012,-0.721864368105642,-1.2806886875035712,100.93599999999999,103.27984659099404,98.59215340900595,2.089999999999989,0.010100069739763143,-0.8757859829626367,2472748.0714285714,0,1,1,104.44,1
2018-01-02 00:00:00+05:30,104.31,104.99,103.22,104.44,3176127.0,0.009667440061871702,0.008342940560066408,103.44,101.05,102.78,100.83,100.47,102.03285714285714,102.3833520497218,100.94714285714285,101.8351129839414,102.02566666666667,102.58650516568909,104.66879999999999,104.05308174620892,112.1191,110.14494300440509,69.3936477382098,-0.4273997159380798,-1.110030893190473,101.036,103.78557144986338,98.28642855013662,1.769999999999996,0.01022593884105262,0.3766183612568508,2677102.0714285714,1,1,1,104.04,0
2018-01-03 00:00:00+05:30,105.11,105.33,103.29,104.04,3899124.0,-0.0038299502106471373,0.008362713135619199,104.44,103.44,101.05,101.22,100.47,102.54285714285713,102.79751403729135,101.23857142857142,102.12909791941588,101.97800000000001,102.68027902596722,104.5794,104.05256873655367,112.11075000000001,110.08419730286873,69.72920696324957,-0.2237319717505244,-0.9327711089024833,101.16099999999999,104.21725088526665,98.10474911473332,2.039999999999992,0.010191358976156816,0.2276347891630277,2917704.214285714,2,1,1,103.4,0
2018-01-04 00:00:00+05:30,104.0,104.01,103.31,103.4,3567015.0,-0.006151480199923065,0.008427752230742293,104.04,104.44,103.44,102.78,100.83,102.91,102.9481355279685,101.48357142857142,102.29855153016042,101.91000000000001,102.72671263719515,104.44939999999998,104.02697780570844,112.09070000000001,110.01768787696953,65.63354603463995,-0.1126677052588434,-0.7687504281737553,101.20750000000001,104.37392168950987,98.04107831049015,0.7000000000000028,0.010457413754931278,-0.08517528552567188,3112713.6428571427,3,1,1,105.11,1
2018-01-05 00:00:00+05:30,103.88,106.09,102.24,105.11,10548018.0,0.01653771760154732,0.00892421795121105,103.4,104.04,104.44,101.05,101.22,103.4657142857143,103.48860164597639,101.855,102.67341132613905,101.91966666666667,102.88047311221483,104.3518,104.06944926430812,112.0731,109.96885516177582,70.60221870047546,0.11204267681023339,-0.5925918071769576,101.371,104.98149289535061,97.76050710464938,3.8500000000000085,0.011057126005577048,1.957099423467521,3825290.5714285714,4,1,1,106.02,1
2018-01-08 00:00:00+05:30,107.08,107.08,105.39,106.02,4403295.0,0.008657596803348877,0.009032919689862267,105.11,103.4,104.04,103.44,102.78,103.92857142857143,104.1214512344823,102.33071428571428,103.1196231493205,101.971,103.08302323400743,104.28259999999999,104.14594145002152,112.06015,109.92956307061387,75.65485362095532,0.35941357242775496,-0.40219073125601507,101.642,105.78342919648306,97.50057080351694,1.6899999999999977,0.010796232673524279,-0.5825476407036848,4095011.5714285714,0,1,1,105.06,0
2018-01-09 00:00:00+05:30,106.02,106.22,104.67,105.06,2736018.0,-0.009054895302773036,0.009184677362381074,106.02,105.11,103.4,104.44,101.05,104.50142857142858,104.35608842586173,102.76571428571428,103.37834006274443,101.99966666666667,103.21057012213599,104.1828,104.18178688335402,112.0424,109.88110970672717,72.47232472324728,0.47254560093234943,-0.22724346481834218,101.865,106.24369723475974,97.48630276524025,1.5499999999999972,0.01119125705433969,-0.37864303890609197,4237208.357142857,1,1,1,104.73,0
2018-01-10 00:00:00+05:30,104.78,105.77,104.31,104.73,2054808.0,-0.0031410622501427676,0.009094096481312338,105.06,106.02,105.11,104.04,103.44,104.68571428571428,104.4495663193963,103.0757142857143,103.55856138771183,102.04299999999999,103.30859785619174,104.08359999999999,104.203285436948,112.02195,109.82985488377467,67.4157303370787,0.5294718842230424,-0.07590039501006526,102.081,106.58198889719135,97.58001110280865,1.4599999999999937,0.010961025324902373,-0.24897862514062408,4276141.071428572,2,1,1,104.5,0
2018-01-11 00:00:00+05:30,105.22,105.22,104.22,104.5,2209131.0,-0.0021961233648429834,0.009084778002752134,104.73,105.06,106.02,103.4,104.44,104.69428571428571,104.46217473954722,103.36357142857143,103.68408653601693,102.089,103.38546251063099,103.98599999999999,104.21492130216572,112.0051,109.77682150184657,65.97938144329899,0.5496908026505309,0.04921784452205397,102.308,106.81652105520993,97.79947894479008,1.0,0.011037966672737458,0.07510336732191036,4334388.428571428,3,1,1,106.88,1
2018-01-12 00:00:00+05:30,104.67,107.97,104.11,106.88,8267949.0,0.02277511961722478,0.009954744685901396,104.5,104.73,105.06,105.11,104.04,105.1,105.06663105466042,103.82142857142857,104.11020833121468,102.20766666666667,103.61091654220319,103.9358,104.31943419227687,111.9884,109.74799740730083,71.38092061374252,0.7491251028127834,0.18919929618019987,102.65350000000001,107.45704375764257,97.84995624235745,3.8599999999999994,0.012199716702571332,2.7426250412492514,4825408.5,4,1,1,109.02,1
2018-01-15 00:00:00+05:30,107.93,109.43,107.22,109.02,7416387.0,0.020022455089820257,0.010528356881901332,106.88,104.5,104.73,106.02,103.4,105.90285714285713,106.0549732909953,104.40642857142858,104.76484722038606,102.39733333333334,103.95988966851266,103.918,104.50377010630524,111.9612,109.74075365200432,74.41860465116281,1.0675522598879184,0.36486988892174355,103.10900000000001,108.50797807094396,97.71002192905605,2.210000000000008,0.012877401383247429,-0.10299555548782413,5289120.0,0,1,1,104.41,0
2018-01-16 00:00:00+05:30,104.44,106.42,103.44,104.41,12564837.0,-0.04228581911575857,0.013149902485569555,109.02,106.88,104.5,105.06,105.11,105.80285714285712,105.64372996824648,104.63428571428572,104.71753425766792,102.463,103.98892904473766,103.8124,104.50009284723444,111.90345,109.68771132710876,57.59885659838018,0.9371171007885266,0.4793193312951002,103.3615,108.48769803712233,98.23530196287768,2.980000000000004,0.018187393744673992,0.6941992104780941,6095924.357142857,1,1,1,103.87,0
2018-01-17 00:00:00+05:30,105.09,105.35,103.42,103.87,2662290.0,-0.005171918398620745,0.013076177415946067,104.41,109.02,106.88,104.73,106.02,105.49571428571429,105.20029747618486,104.71214285714287,104.60452968997888,102.54066666666667,103.98125620314168,103.7132,104.47538332381349,111.84075000000001,109.62982365221217,52.729093640460704,0.7811679920834251,0.5396890634527652,103.60650000000001,108.29899916580277,98.91400083419725,1.9299999999999926,0.01788173703408103,-0.7881158346900958,6027610.5,2,1,1,102.39,0
2018-01-18 00:00:00+05:30,104.99,104.99,102.24,102.39,1834515.0,-0.014248579955713936,0.013259723947230054,103.87,104.41,109.02,104.5,105.06,105.11428571428573,104.49772310713864,104.80785714285715,104.30925906464836,102.538,103.87859451261642,103.5896,104.39360358562473,111.7807,109.55778560592151,53.397565922920904,0.5320207645556962,0.5381554036733515,103.7065,108.19101968912082,99.22198031087919,2.75,0.017697008149918664,-0.31092593218620057,4831907.785714285,3,1,1,101.07,0
2018-01-19 00:00:00+05:30,102.41,103.18,100.78,101.07,2205963.0,-0.012891883973044305,0.013424726136448841,102.39,103.87,104.41,106.88,104.73,104.59142857142857,103.64079233035397,104.63857142857144,103.87735785602858,102.51233333333333,103.69739486664116,103.4486,104.26326619011004,111.71404999999999,109.47333002775314,43.64611260053617,0.22545788527264676,0.4756158999932106,103.7365,108.13709936109265,99.33590063890736,2.4000000000000057,0.016784435820554583,0.20247749405156124,4824676.928571428,4,1,1,101.71,1
2018-01-22 00:00:00+05:30,101.44,102.22,101.22,101.71,1023318.0,0.00633224497872753,0.013278217103862776,101.07,102.39,103.87,109.02,104.5,104.19285714285715,103.15809424776548,104.44357142857143,103.58837680855811,102.54933333333334,103.5691758429869,103.30940000000001,104.16313810422338,111.66069999999999,109.39608296280038,42.53690541279386,0.03375810366601684,0.3872443407277718,103.79849999999999,108.03728967333173,99.55971032666825,1.0,0.016636415481957503,-0.5361127997160424,4670904.857142857,0,1,1,101.69,0
2018-01-23 00:00:00+05:30,102.11,102.67,101.22,101.69,1394343.0,-0.00019663749877096848,0.013278496240727388,101.71,101.07,102.39,104.41,106.88,103.45142857142856,102.79107068582411,104.2757142857143,103.33525990075036,102.58566666666667,103.44793869182645,103.18199999999999,104.06615229621463,111.61485,109.31940552038445,43.43941931881628,-0.11841418224989297,0.28611263613223886,103.8415,107.96949569053305,99.71350430946694,1.4500000000000028,0.01662998695223265,0.36257057923343483,4491991.928571428,1,1,1,101.24,0
